,State,District,Year,Quartar,Registered_Users,App_Open_Count
10332,Meghalaya,West Khasi Hills,2023,3,8831,5030245
10333,Meghalaya,North Garo Hills,2023,4,12086,1370990
10334,Meghalaya,South West Khasi Hills,2023,4,2820,951032
10335,Meghalaya,West Garo Hills,2023,4,75911,8470147
10336,Meghalaya,South Garo Hills,2023,4,10230,994502
10337,Meghalaya,East Jaintia Hills,2023,4,25185,2351801
10338,Meghalaya,South West Garo Hills,2023,4,12113,2360969
10339,Meghalaya,East Khasi Hills,2023,4,139387,7873070
10340,Meghalaya,East Garo Hills,2023,4,11648,1075641
10341,Meghalaya,Ribhoi,2023,4,34488,2894403
10342,Meghalaya,West Jaintia Hills,2023,4,16280,1127955
10343,Meghalaya,West Khasi Hills,2023,4,9182,887116
10344,Mizoram,Serchhip,2018,1,299,0
10345,Mizoram,Aizawl,2018,1,4550,0
10346,Mizoram,Lunglei,2018,1,879,0
10347,Mizoram,Mamit,2018,1,316,0
10348,Mizoram,Lawngtlai,2018,1,474,0
10349,Mizoram,Kolasib,2018,1,486,0
10350,Mizoram,Champhai,2018,1,358,0
10351,Mizoram,Saiha,2018,1,231,0
10352,Mizoram,Serchhip,2018,2,440,0
10353,Mizoram,Aizawl,2018,2,6211,0
10354,Mizoram,Lunglei,2018,2,1241,0
10355,Mizoram,Mamit,2018,2,435,0
10356,Mizoram,Lawngtlai,2018,2,607,0
10357,Mizoram,Kolasib,2018,2,692,0
10358,Mizoram,Champhai,2018,2,501,0
10359,Mizoram,Saiha,2018,2,295,0
10360,Mizoram,Serchhip,2018,3,633,0
10361,Mizoram,Aizawl,2018,3,8460,0
10362,Mizoram,Lunglei,2018,3,1751,0
10363,Mizoram,Mamit,2018,3,599,0
10364,Mizoram,Lawngtlai,2018,3,922,0
10365,Mizoram,Kolasib,2018,3,1012,0
10366,Mizoram,Champhai,2018,3,729,0
10367,Mizoram,Saiha,2018,3,396,0
10368,Mizoram,Serchhip,2018,4,857,0
10369,Mizoram,Aizawl,2018,4,11131,0
10370,Mizoram,Lunglei,2018,4,2391,0
10371,Mizoram,Mamit,2018,4,835,0
10372,Mizoram,Lawngtlai,2018,4,1254,0
10373,Mizoram,Kolasib,2018,4,1393,0
10374,Mizoram,Champhai,2018,4,1001,0
10375,Mizoram,Saiha,2018,4,503,0
10376,Mizoram,Serchhip,2019,1,1047,0
10377,Mizoram,Aizawl,2019,1,13422,0
10378,Mizoram,Lunglei,2019,1,2910,0
10379,Mizoram,Mamit,2019,1,1096,0
10380,Mizoram,Lawngtlai,2019,1,1648,0
10381,Mizoram,Kolasib,2019,1,1730,0
10382,Mizoram,Champhai,2019,1,1179,0
10383,Mizoram,Saiha,2019,1,638,0
10384,Mizoram,Serchhip,2019,2,1295,6610
10385,Mizoram,Aizawl,2019,2,15934,70288
10386,Mizoram,Lunglei,2019,2,3575,18099
10387,Mizoram,Mamit,2019,2,1428,8927
10388,Mizoram,Lawngtlai,2019,2,2133,10945
10389,Mizoram,Kolasib,2019,2,2120,10299
10390,Mizoram,Champhai,2019,2,1429,4109
10391,Mizoram,Saiha,2019,2,782,3748
10392,Mizoram,Serchhip,2019,3,1512,24464
10393,Mizoram,Aizawl,2019,3,18992,240545
10394,Mizoram,Lunglei,2019,3,4197,61478
10395,Mizoram,Mamit,2019,3,1655,30424
10396,Mizoram,Lawngtlai,2019,3,2647,34294
10397,Mizoram,Kolasib,2019,3,2497,35460
10398,Mizoram,Champhai,2019,3,1733,16362
10399,Mizoram,Saiha,2019,3,901,14807
10400,Mizoram,Serchhip,2019,4,1735,27104
10401,Mizoram,Aizawl,2019,4,21865,272225
10402,Mizoram,Lunglei,2019,4,4926,69976
10403,Mizoram,Mamit,2019,4,1996,38555
10404,Mizoram,Lawngtlai,2019,4,3255,40784
10405,Mizoram,Kolasib,2019,4,2929,45961
10406,Mizoram,Champhai,2019,4,2067,21506
10407,Mizoram,Saiha,2019,4,1036,13057
10408,Mizoram,Serchhip,2020,1,1992,32938
10409,Mizoram,Aizawl,2020,1,25253,311082
10410,Mizoram,Lunglei,2020,1,5778,88472
10411,Mizoram,Mamit,2020,1,2379,47970
10412,Mizoram,Lawngtlai,2020,1,3996,63102
10413,Mizoram,Kolasib,2020,1,3360,54171
10414,Mizoram,Champhai,2020,1,2448,27677
10415,Mizoram,Saiha,2020,1,1293,19271
10416,Mizoram,Serchhip,2020,2,2379,36361
10417,Mizoram,Aizawl,2020,2,29637,335207
10418,Mizoram,Lunglei,2020,2,7006,108200
10419,Mizoram,Mamit,2020,2,2911,57414
10420,Mizoram,Lawngtlai,2020,2,4977,86175
10421,Mizoram,Kolasib,2020,2,4022,58398
10422,Mizoram,Champhai,2020,2,3052,33178
10423,Mizoram,Saiha,2020,2,1590,24375
10424,Mizoram,Serchhip,2020,3,2871,42356
10425,Mizoram,Aizawl,2020,3,36225,447023
10426,Mizoram,Lunglei,2020,3,8442,125325
10427,Mizoram,Mamit,2020,3,3597,63884
10428,Mizoram,Lawngtlai,2020,3,6412,113452
10429,Mizoram,Kolasib,2020,3,4923,62203
10430,Mizoram,Champhai,2020,3,3883,43126
10431,Mizoram,Saiha,2020,3,1962,27496
10432,Mizoram,Serchhip,2020,4,3313,52819
10433,Mizoram,Aizawl,2020,4,41500,529828
10434,Mizoram,Lunglei,2020,4,9794,152987
10435,Mizoram,Mamit,2020,4,4083,71430
10436,Mizoram,Lawngtlai,2020,4,7618,129218
10437,Mizoram,Kolasib,2020,4,5599,74081
10438,Mizoram,Champhai,2020,4,4550,52622
10439,Mizoram,Saiha,2020,4,2274,33197
10440,Mizoram,Serchhip,2021,1,3582,54129
10441,Mizoram,Aizawl,2021,1,45103,567367
10442,Mizoram,Lunglei,2021,1,10638,166946
10443,Mizoram,Mamit,2021,1,4467,79255
10444,Mizoram,Lawngtlai,2021,1,8386,137614
10445,Mizoram,Kolasib,2021,1,6120,96924
10446,Mizoram,Champhai,2021,1,4968,55350
10447,Mizoram,Saiha,2021,1,2486,35629
10448,Mizoram,Serchhip,2021,2,3884,303117
10449,Mizoram,Aizawl,2021,2,48525,956557
10450,Mizoram,Lunglei,2021,2,11491,780417
10451,Mizoram,Mamit,2021,2,4882,453423
10452,Mizoram,Lawngtlai,2021,2,9096,550626
10453,Mizoram,Kolasib,2021,2,6624,510345
10454,Mizoram,Champhai,2021,2,5366,249755
10455,Mizoram,Saiha,2021,2,2684,210357
10456,Mizoram,Serchhip,2021,3,4255,387777
10457,Mizoram,Aizawl,2021,3,52313,1288111
10458,Mizoram,Lunglei,2021,3,12614,970616
10459,Mizoram,Mamit,2021,3,5392,624924
10460,Mizoram,Lawngtlai,2021,3,9954,684849
10461,Mizoram,Kolasib,2021,3,7229,736071
10462,Mizoram,Champhai,2021,3,5935,454912
10463,Mizoram,Saiha,2021,3,2955,238458
10464,Mizoram,Serchhip,2021,4,4614,99728
10465,Mizoram,Aizawl,2021,4,56005,896356
10466,Mizoram,Lunglei,2021,4,13668,295869
10467,Mizoram,Mamit,2021,4,5887,175533
10468,Mizoram,Lawngtlai,2021,4,10738,256494
10469,Mizoram,Kolasib,2021,4,7850,185446
10470,Mizoram,Champhai,2021,4,6447,126351
10471,Mizoram,Saiha,2021,4,3196,58341
10472,Mizoram,Serchhip,2022,1,4906,920558
10473,Mizoram,Aizawl,2022,1,59433,2197478
10474,Mizoram,Lunglei,2022,1,14538,3219546
10475,Mizoram,Mamit,2022,1,6299,1986920
10476,Mizoram,Lawngtlai,2022,1,11459,1752134
10477,Mizoram,Kolasib,2022,1,8375,2007152
10478,Mizoram,Champhai,2022,1,6875,2016621
10479,Mizoram,Saiha,2022,1,3410,786248
10480,Mizoram,Serchhip,2022,2,5170,894658
10481,Mizoram,Aizawl,2022,2,62605,2748818
10482,Mizoram,Lunglei,2022,2,15302,2951387
10483,Mizoram,Mamit,2022,2,6641,2413372
10484,Mizoram,Lawngtlai,2022,2,12114,2270215
10485,Mizoram,Kolasib,2022,2,8872,2351887
10486,Mizoram,Champhai,2022,2,7233,2153488
10487,Mizoram,Saiha,2022,2,3598,862725
10488,Mizoram,Serchhip,2022,3,5390,730041
10489,Mizoram,Aizawl,2022,3,65940,2195876
10490,Mizoram,Lunglei,2022,3,16062,2569119
10491,Mizoram,Mamit,2022,3,6931,2217320
10492,Mizoram,Lawngtlai,2022,3,12771,2317141
10493,Mizoram,Kolasib,2022,3,9300,2635671
10494,Mizoram,Champhai,2022,3,7576,1760032
10495,Mizoram,Saiha,2022,3,3765,1131963
10496,Mizoram,Serchhip,2022,4,5551,119776
10497,Mizoram,Aizawl,2022,4,68925,1314560
10498,Mizoram,Lunglei,2022,4,16676,464686
10499,Mizoram,Mamit,2022,4,7086,285294
10500,Mizoram,Lawngtlai,2022,4,13303,425324
10501,Mizoram,Kolasib,2022,4,9602,271438
10502,Mizoram,Champhai,2022,4,7814,170238
10503,Mizoram,Saiha,2022,4,3913,93235
10504,Mizoram,Serchhip,2023,1,5783,807510
10505,Mizoram,Aizawl,2023,1,71979,3916312
10506,Mizoram,Lunglei,2023,1,17393,4205434
10507,Mizoram,Mamit,2023,1,7399,3348929
10508,Mizoram,Lawngtlai,2023,1,13917,2234860
10509,Mizoram,Kolasib,2023,1,10051,5824070
10510,Mizoram,Champhai,2023,1,8148,2758992
10511,Mizoram,Saiha,2023,1,4081,1307587
10512,Mizoram,Serchhip,2023,2,6084,957212
10513,Mizoram,Aizawl,2023,2,74977,3406525
10514,Mizoram,Lunglei,2023,2,18222,2875362
10515,Mizoram,Mamit,2023,2,7820,3184651
10516,Mizoram,Lawngtlai,2023,2,14604,3077883
10517,Mizoram,Kolasib,2023,2,10535,5267068
10518,Mizoram,Champhai,2023,2,8546,1944590
10519,Mizoram,Saiha,2023,2,4273,1155356
10520,Mizoram,Serchhip,2023,3,6340,891385
10521,Mizoram,Aizawl,2023,3,78038,3938004
10522,Mizoram,Lunglei,2023,3,19056,5036454
10523,Mizoram,Mamit,2023,3,8205,5275324
10524,Mizoram,Lawngtlai,2023,3,15259,4808360
10525,Mizoram,Kolasib,2023,3,11036,5113804
10526,Mizoram,Champhai,2023,3,8968,2885601
10527,Mizoram,Saiha,2023,3,4476,1070511
10528,Mizoram,Serchhip,2023,4,6635,177825
10529,Mizoram,Aizawl,2023,4,81008,4534782
10530,Mizoram,Lunglei,2023,4,19893,1108045
10531,Mizoram,Mamit,2023,4,8589,774243
10532,Mizoram,Lawngtlai,2023,4,15925,1087278
10533,Mizoram,Kolasib,2023,4,11527,898332
10534,Mizoram,Champhai,2023,4,9373,562011
10535,Mizoram,Saiha,2023,4,4677,282294
10536,Nagaland,Mon,2018,1,525,0
10537,Nagaland,Phek,2018,1,487,0
10538,Nagaland,Longleng,2018,1,121,0
10539,Nagaland,Mokokchung,2018,1,1043,0
10540,Nagaland,Kiphire,2018,1,168,0
10541,Nagaland,Kohima,2018,1,3036,0
10542,Nagaland,Tuensang,2018,1,377,0
10543,Nagaland,Peren,2018,1,218,0
10544,Nagaland,Dimapur,2018,1,8249,0
10545,Nagaland,Zunheboto,2018,1,385,0
10546,Nagaland,Wokha,2018,1,465,0
10547,Nagaland,Mon,2018,2,892,0
10548,Nagaland,Phek,2018,2,736,0
10549,Nagaland,Longleng,2018,2,198,0
10550,Nagaland,Mokokchung,2018,2,1616,0
10551,Nagaland,Kiphire,2018,2,258,0
10552,Nagaland,Kohima,2018,2,4395,0
10553,Nagaland,Tuensang,2018,2,594,0
10554,Nagaland,Peren,2018,2,358,0
10555,Nagaland,Dimapur,2018,2,12093,0
10556,Nagaland,Zunheboto,2018,2,593,0
10557,Nagaland,Wokha,2018,2,703,0
10558,Nagaland,Mon,2018,3,1287,0
10559,Nagaland,Phek,2018,3,1083,0
10560,Nagaland,Longleng,2018,3,307,0
10561,Nagaland,Mokokchung,2018,3,2313,0
10562,Nagaland,Kiphire,2018,3,465,0
10563,Nagaland,Kohima,2018,3,6298,0
10564,Nagaland,Tuensang,2018,3,934,0
10565,Nagaland,Peren,2018,3,526,0
10566,Nagaland,Dimapur,2018,3,17039,0
10567,Nagaland,Zunheboto,2018,3,821,0
10568,Nagaland,Wokha,2018,3,1017,0
10569,Nagaland,Mon,2018,4,1884,0
10570,Nagaland,Phek,2018,4,1419,0
10571,Nagaland,Longleng,2018,4,400,0
10572,Nagaland,Mokokchung,2018,4,2986,0
10573,Nagaland,Kiphire,2018,4,661,0
10574,Nagaland,Kohima,2018,4,8583,0
10575,Nagaland,Tuensang,2018,4,1261,0
10576,Nagaland,Peren,2018,4,710,0
10577,Nagaland,Dimapur,2018,4,22603,0
10578,Nagaland,Zunheboto,2018,4,1099,0
10579,Nagaland,Wokha,2018,4,1391,0
10580,Nagaland,Mon,2019,1,2458,0
10581,Nagaland,Phek,2019,1,1727,0
10582,Nagaland,Longleng,2019,1,539,0
10583,Nagaland,Mokokchung,2019,1,3721,0
10584,Nagaland,Kiphire,2019,1,862,0
10585,Nagaland,Kohima,2019,1,10747,0
10586,Nagaland,Tuensang,2019,1,1678,0
10587,Nagaland,Peren,2019,1,884,0
10588,Nagaland,Dimapur,2019,1,28091,0
10589,Nagaland,Zunheboto,2019,1,1374,0
10590,Nagaland,Wokha,2019,1,1830,0
10591,Nagaland,Mon,2019,2,3210,22791
10592,Nagaland,Phek,2019,2,2143,11191
10593,Nagaland,Longleng,2019,2,733,3307
10594,Nagaland,Mokokchung,2019,2,4655,22610
10595,Nagaland,Kiphire,2019,2,1084,6043
10596,Nagaland,Kohima,2019,2,13108,75589
10597,Nagaland,Tuensang,2019,2,2152,13264
10598,Nagaland,Peren,2019,2,1148,6185
10599,Nagaland,Dimapur,2019,2,34567,179762
10600,Nagaland,Zunheboto,2019,2,1680,8800
10601,Nagaland,Wokha,2019,2,2411,12955
10602,Nagaland,Mon,2019,3,3976,77622
10603,Nagaland,Phek,2019,3,2642,43090
10604,Nagaland,Longleng,2019,3,907,13903
10605,Nagaland,Mokokchung,2019,3,5593,80637
10606,Nagaland,Kiphire,2019,3,1251,21298
10607,Nagaland,Kohima,2019,3,15677,255404
10608,Nagaland,Tuensang,2019,3,2599,46041
10609,Nagaland,Peren,2019,3,1377,22149
10610,Nagaland,Dimapur,2019,3,41036,608938
10611,Nagaland,Zunheboto,2019,3,2058,32884
10612,Nagaland,Wokha,2019,3,2961,42056
10613,Nagaland,Mon,2019,4,4863,102617
10614,Nagaland,Phek,2019,4,3109,49838
10615,Nagaland,Longleng,2019,4,1135,17569
10616,Nagaland,Mokokchung,2019,4,6606,93364
10617,Nagaland,Kiphire,2019,4,1460,22231
10618,Nagaland,Kohima,2019,4,18232,285979
10619,Nagaland,Tuensang,2019,4,3081,54440
10620,Nagaland,Peren,2019,4,1623,25611
10621,Nagaland,Dimapur,2019,4,47000,706997
10622,Nagaland,Zunheboto,2019,4,2475,47324
10623,Nagaland,Wokha,2019,4,3540,48581
10624,Nagaland,Mon,2020,1,5747,119902
10625,Nagaland,Phek,2020,1,3637,59218
10626,Nagaland,Longleng,2020,1,1430,23944
10627,Nagaland,Mokokchung,2020,1,7626,104247
10628,Nagaland,Kiphire,2020,1,1814,33191
10629,Nagaland,Kohima,2020,1,20644,320294
10630,Nagaland,Tuensang,2020,1,3634,60792
10631,Nagaland,Peren,2020,1,1899,31361
10632,Nagaland,Dimapur,2020,1,53696,817430
10633,Nagaland,Zunheboto,2020,1,2898,51964
10634,Nagaland,Wokha,2020,1,4118,62177
10635,Nagaland,Mon,2020,2,7917,165317
10636,Nagaland,Phek,2020,2,4535,89799
10637,Nagaland,Longleng,2020,2,1881,37771
10638,Nagaland,Mokokchung,2020,2,9559,137981
10639,Nagaland,Kiphire,2020,2,2423,50366
10640,Nagaland,Kohima,2020,2,24236,394202
10641,Nagaland,Tuensang,2020,2,4779,89346
10642,Nagaland,Peren,2020,2,2534,49593
10643,Nagaland,Dimapur,2020,2,63398,943503
10644,Nagaland,Zunheboto,2020,2,3647,72550
10645,Nagaland,Wokha,2020,2,5296,88851
10646,Nagaland,Mon,2020,3,13591,278675
10647,Nagaland,Phek,2020,3,6151,116457
10648,Nagaland,Longleng,2020,3,2731,50281
10649,Nagaland,Mokokchung,2020,3,13155,195554
10650,Nagaland,Kiphire,2020,3,3306,59821
10651,Nagaland,Kohima,2020,3,31483,486239
10652,Nagaland,Tuensang,2020,3,7220,132509
10653,Nagaland,Peren,2020,3,3486,63251
10654,Nagaland,Dimapur,2020,3,79061,1243188
10655,Nagaland,Zunheboto,2020,3,4942,95585
10656,Nagaland,Wokha,2020,3,7980,147082
10657,Nagaland,Mon,2020,4,14932,210817
10658,Nagaland,Phek,2020,4,6888,116654
10659,Nagaland,Longleng,2020,4,3091,53696
10660,Nagaland,Mokokchung,2020,4,14511,193976
10661,Nagaland,Kiphire,2020,4,3629,49752
10662,Nagaland,Kohima,2020,4,34872,506507
10663,Nagaland,Tuensang,2020,4,8177,123923
10664,Nagaland,Peren,2020,4,3919,59618
10665,Nagaland,Dimapur,2020,4,87807,1378850
10666,Nagaland,Zunheboto,2020,4,5541,88612
10667,Nagaland,Wokha,2020,4,8821,139716
10668,Nagaland,Mon,2021,1,16154,207141
10669,Nagaland,Phek,2021,1,7536,115057
10670,Nagaland,Longleng,2021,1,3428,58910
10671,Nagaland,Mokokchung,2021,1,15634,194365
10672,Nagaland,Kiphire,2021,1,3904,50891
10673,Nagaland,Kohima,2021,1,37488,530009
10674,Nagaland,Tuensang,2021,1,8866,118643
10675,Nagaland,Peren,2021,1,4286,59784
10676,Nagaland,Dimapur,2021,1,94968,1432598
10677,Nagaland,Zunheboto,2021,1,6013,81959
10678,Nagaland,Wokha,2021,1,9531,131224
10679,Nagaland,Mon,2021,2,17389,824300
10680,Nagaland,Phek,2021,2,8134,698566
10681,Nagaland,Longleng,2021,2,3696,336996
10682,Nagaland,Mokokchung,2021,2,16857,575184
10683,Nagaland,Kiphire,2021,2,4224,248094
10684,Nagaland,Kohima,2021,2,40277,831177
10685,Nagaland,Tuensang,2021,2,9565,462581
10686,Nagaland,Peren,2021,2,4641,320237
10687,Nagaland,Dimapur,2021,2,101835,1414183
10688,Nagaland,Zunheboto,2021,2,6487,513142
10689,Nagaland,Wokha,2021,2,10232,492432
10690,Nagaland,Mon,2021,3,18911,1029901
10691,Nagaland,Phek,2021,3,8933,1030765
10692,Nagaland,Longleng,2021,3,4081,349624
10693,Nagaland,Mokokchung,2021,3,18340,801280
10694,Nagaland,Kiphire,2021,3,4626,279525
10695,Nagaland,Kohima,2021,3,43467,1074462
10696,Nagaland,Tuensang,2021,3,10433,675034
10697,Nagaland,Peren,2021,3,5089,434939
10698,Nagaland,Dimapur,2021,3,109644,1768717
10699,Nagaland,Zunheboto,2021,3,7147,583917
10700,Nagaland,Wokha,2021,3,11126,633827
10701,Nagaland,Mon,2021,4,20409,427566
10702,Nagaland,Phek,2021,4,9753,298676
10703,Nagaland,Longleng,2021,4,4457,120703
10704,Nagaland,Mokokchung,2021,4,19747,404932
10705,Nagaland,Kiphire,2021,4,5047,109617
10706,Nagaland,Kohima,2021,4,46621,1100010
10707,Nagaland,Tuensang,2021,4,11300,252598
10708,Nagaland,Peren,2021,4,5509,151217
10709,Nagaland,Dimapur,2021,4,117388,3026184
10710,Nagaland,Zunheboto,2021,4,7765,178142
10711,Nagaland,Wokha,2021,4,11994,313692
10712,Nagaland,Mon,2022,1,21773,3482625
10713,Nagaland,Phek,2022,1,10413,2897460
10714,Nagaland,Longleng,2022,1,4772,1154178
10715,Nagaland,Mokokchung,2022,1,21029,2505397
10716,Nagaland,Kiphire,2022,1,5368,1305848
10717,Nagaland,Kohima,2022,1,49523,1741671
10718,Nagaland,Tuensang,2022,1,12057,2545145
10719,Nagaland,Peren,2022,1,5881,1439905
10720,Nagaland,Dimapur,2022,1,124644,2509940
10721,Nagaland,Zunheboto,2022,1,8280,2214871
10722,Nagaland,Wokha,2022,1,12743,2409013
10723,Nagaland,Mon,2022,2,23037,3821181
10724,Nagaland,Phek,2022,2,11005,3435858
10725,Nagaland,Longleng,2022,2,5029,1179216
10726,Nagaland,Mokokchung,2022,2,22136,2652528
10727,Nagaland,Kiphire,2022,2,5687,1607993
10728,Nagaland,Kohima,2022,2,52343,2058108
10729,Nagaland,Tuensang,2022,2,12747,3216508
10730,Nagaland,Peren,2022,2,6212,1814906
10731,Nagaland,Dimapur,2022,2,131738,2935606
10732,Nagaland,Zunheboto,2022,2,8753,2960517
10733,Nagaland,Wokha,2022,2,13417,2970010
10734,Nagaland,Mon,2022,3,24237,4897532
10735,Nagaland,Phek,2022,3,11494,4023861
10736,Nagaland,Longleng,2022,3,5296,1261486
10737,Nagaland,Mokokchung,2022,3,23192,2846226
10738,Nagaland,Kiphire,2022,3,5963,1467835
10739,Nagaland,Kohima,2022,3,55046,2961074
10740,Nagaland,Tuensang,2022,3,13393,3246736
10741,Nagaland,Peren,2022,3,6534,1704388
10742,Nagaland,Dimapur,2022,3,139011,3144275
10743,Nagaland,Zunheboto,2022,3,9128,2539990
10744,Nagaland,Wokha,2022,3,14092,3135963
10745,Nagaland,Mon,2022,4,25340,944668
10746,Nagaland,Phek,2022,4,11847,510573
10747,Nagaland,Longleng,2022,4,5473,179637
10748,Nagaland,Mokokchung,2022,4,24045,629958
10749,Nagaland,Kiphire,2022,4,6211,205395
10750,Nagaland,Kohima,2022,4,57592,2012490
10751,Nagaland,Tuensang,2022,4,13900,447454
10752,Nagaland,Peren,2022,4,6750,258849
10753,Nagaland,Dimapur,2022,4,145923,5066680
10754,Nagaland,Zunheboto,2022,4,9422,269436
10755,Nagaland,Wokha,2022,4,14702,646442
10756,Nagaland,Mon,2023,1,26501,5931729
10757,Nagaland,Phek,2023,1,12359,4415636
10758,Nagaland,Longleng,2023,1,5691,2171039
10759,Nagaland,Mokokchung,2023,1,25058,2635662
10760,Nagaland,Kiphire,2023,1,6491,1263369
10761,Nagaland,Kohima,2023,1,60269,4162795
10762,Nagaland,Tuensang,2023,1,14523,3341635
10763,Nagaland,Peren,2023,1,7042,1457015
10764,Nagaland,Dimapur,2023,1,152828,3381140
10765,Nagaland,Zunheboto,2023,1,9817,2411041
10766,Nagaland,Wokha,2023,1,15357,4056093
10767,Nagaland,Mon,2023,2,27813,5295166
10768,Nagaland,Phek,2023,2,13007,3589616
10769,Nagaland,Longleng,2023,2,5984,974762
10770,Nagaland,Mokokchung,2023,2,26232,4464242
10771,Nagaland,Kiphire,2023,2,6792,915780
10772,Nagaland,Kohima,2023,2,62890,3748710
10773,Nagaland,Tuensang,2023,2,15272,3253051
10774,Nagaland,Peren,2023,2,7407,2074213
10775,Nagaland,Dimapur,2023,2,159224,4241175
10776,Nagaland,Zunheboto,2023,2,10327,1695437
10777,Nagaland,Wokha,2023,2,16076,3359928
10778,Nagaland,Mon,2023,3,29096,14455753
10779,Nagaland,Phek,2023,3,13632,5214062
10780,Nagaland,Longleng,2023,3,6317,2821050
10781,Nagaland,Mokokchung,2023,3,27434,4498336
10782,Nagaland,Kiphire,2023,3,7130,2857503
10783,Nagaland,Kohima,2023,3,65492,4274410
10784,Nagaland,Tuensang,2023,3,15941,3582164
10785,Nagaland,Peren,2023,3,7771,2573266
10786,Nagaland,Dimapur,2023,3,165789,5705581
10787,Nagaland,Zunheboto,2023,3,10809,2642056
10788,Nagaland,Wokha,2023,3,16792,3360875
10789,Nagaland,Mon,2023,4,30439,1942512
10790,Nagaland,Phek,2023,4,14221,711256
10791,Nagaland,Longleng,2023,4,6574,543710
10792,Nagaland,Mokokchung,2023,4,28574,877669
10793,Nagaland,Kiphire,2023,4,7458,333376
10794,Nagaland,Kohima,2023,4,68041,3872287
10795,Nagaland,Tuensang,2023,4,16666,1463535
10796,Nagaland,Peren,2023,4,8085,269325
10797,Nagaland,Dimapur,2023,4,172342,8842999
10798,Nagaland,Zunheboto,2023,4,11283,414986
10799,Nagaland,Wokha,2023,4,17479,897347
10800,Odisha,Rayagada,2018,1,21756,0
10801,Odisha,Koraput,2018,1,25395,0
10802,Odisha,Malkangiri,2018,1,5396,0
10803,Odisha,Sambalpur,2018,1,47017,0
10804,Odisha,Kalahandi,2018,1,30605,0
10805,Odisha,Anugul,2018,1,56617,0
10806,Odisha,Ganjam,2018,1,126158,0
10807,Odisha,Jajapur,2018,1,81133,0
10808,Odisha,Bargarh,2018,1,32489,0
10809,Odisha,Dhenkanal,2018,1,46024,0
10810,Odisha,Bhadrak,2018,1,58050,0
10811,Odisha,Nuapada,2018,1,8252,0
10812,Odisha,Kendujhar,2018,1,58968,0
10813,Odisha,Mayurbhanj,2018,1,50472,0
10814,Odisha,Jharsuguda,2018,1,32514,0
10815,Odisha,Kandhamal,2018,1,10809,0
10816,Odisha,Deogarh,2018,1,5322,0
10817,Odisha,Sundargarh,2018,1,75201,0
10818,Odisha,Jagatsinghapur,2018,1,49264,0
10819,Odisha,Balangir,2018,1,35271,0
10820,Odisha,Baleshwar,2018,1,100919,0
10821,Odisha,Puri,2018,1,69923,0
10822,Odisha,Sonepur,2018,1,15900,0
10823,Odisha,Khordha,2018,1,308390,0
10824,Odisha,Boudh,2018,1,9077,0
10825,Odisha,Gajapati,2018,1,9743,0
10826,Odisha,Nayagarh,2018,1,33533,0
10827,Odisha,Nabarangpur,2018,1,9466,0
10828,Odisha,Kendrapara,2018,1,44379,0
10829,Odisha,Cuttack,2018,1,135972,0
10830,Odisha,Rayagada,2018,2,29995,0
